organism=Escherichia_coli_300_genomes	genome=GCF_000005845.2_ASM584v2	contig=NC_000913.3	method=by strains complexity
position	complexity
1568	0
3267	0
4377	0.1
5382	0.15000000000000002
6071	0.25
7244	0.1
8714	0
9599	0
10211	0
10999	0
11584	0.1
13121	0.1
14733	0.5499999999999999
18072	0.49999999999999994
19170	1.0000000000000002
20946	1.0000000000000002
21877	0.05
23799	0.05
25454	0
26050	0
26752	0.15000000000000002
27750	0.25
28784	0.15000000000000002
30225	0.05
32427	0.25
34497	0.2
35076	0.05
35769	0.1
37047	0.15000000000000002
38506	0.15000000000000002
39815	0.15000000000000002
41174	0.15000000000000002
42788	0.15000000000000002
43658	0.1
44823	0
45606	0
46472	0.1
47511	0.15000000000000002
48700	0.15000000000000002
50007	0.3
50801	0.25
51417	0
52019	0
52921	0.05
54059	0.1
55932	0.05
57771	0.1
58799	0.15000000000000002
59200	0.15000000000000002
60016	0.2
61811	0.1
64604	0.1
66202	0.05
67586	0.05
69198	0.1
70826	0.39999999999999997
71733	0.35
72578	0.05
73716	0.15000000000000002
74988	0.3
76471	0.25
77453	0.15000000000000002
78210	0.15000000000000002
79150	0.2
80164	0.1
81412	0.1
82743	0.15000000000000002
84840	0.2
86492	0.15000000000000002
87602	0.1
88530	0.1
89863	0.05
90564	0.05
91214	0.15000000000000002
92296	0.1
93909	0.1
95329	0.05
96543	0.05
97745	0.05
99025	0
100177	0
101502	0
102693	0
103570	0
104613	0
105880	0
107015	0.05
107923	0.1
109631	0.25
111238	0.15000000000000002
111747	0.05
112227	0
112909	0.1
113965	0.15000000000000002
115123	0.15000000000000002
116406	0.2
117329	0.2
118198	0.15000000000000002
119008	0.05
119708	0.1
120863	0.15000000000000002
122474	0.05
124348	0.05
126641	0.05
128624	0.05
130333	0.15000000000000002
132913	0.1
134569	0.1
135185	0.05
136031	0
136724	0.05
137858	0.1
140030	0.15000000000000002
141699	0.15000000000000002
142339	0
143242	0
144087	0
144797	0
145695	0.05
146504	0.05
147419	0.2
148369	0.15000000000000002
149204	0.3
150334	0.49999999999999994
151301	0.6
151928	0.39999999999999997
152527	0.39999999999999997
154127	0.5499999999999999
155831	0.5499999999999999
156591	0.35
157492	0.2
158411	0
159649	0.05
160376	0.05
161134	0.1
161766	0.1
163319	0.1
165997	0.44999999999999996
168605	0.35
170176	0.15000000000000002
171020	0.15000000000000002
172453	0.15000000000000002
174242	0.1
175817	0.05
176782	0.05
177312	0.1
178062	0.1
178804	0.15000000000000002
179995	0.05
181596	0.05
183041	0.2
183902	0.3
184628	0.1
185535	0.15000000000000002
187314	0.05
189109	0.05
190236	0
191282	0
192217	0
193150	0.05
194119	0.05
195285	0.05
195740	0.05
196159	0.05
197222	0.1
199144	0.1
200724	0.05
201483	0
202328	0
202954	0
203922	0
204791	0.05
206867	0.05
209100	0.15000000000000002
210749	0.15000000000000002
212071	0.15000000000000002
212980	0.1
213808	0.1
214025	0.15000000000000002
214563	0.15000000000000002
215044	0.05
215624	0.15000000000000002
216591	0.15000000000000002
217916	0.2
219240	0.15000000000000002
219793	0.15000000000000002
220520	0.15000000000000002
221294	0.2
222129	0.25
223120	0.8000000000000002
229568	0.7500000000000001
230424	0.6
231532	0.05
232237	0.05
233207	0.05
234404	0.05
235177	0
235768	0
236428	0.9500000000000003
237727	2.1000000000000005
238496	2.3
238915	5.399999999999989
239804	5.349999999999989
240593	0.05
242081	0.1
243832	0.15000000000000002
244710	0.2
245435	0.3
246100	0.3
246372	0.35
247148	0.7000000000000001
247885	0.7500000000000001
249227	1.800000000000001
250509	1.7000000000000008
251425	0.65
252151	0.49999999999999994
252500	0.44999999999999996
252974	0.39999999999999997
253600	1.5000000000000007
253952	1.7000000000000008
254987	2.25
256206	2.1000000000000005
257149	2.0500000000000007
258870	2.1000000000000005
259572	2.3999999999999995
260939	2.549999999999999
262129	7.4499999999999815
263160	7.7499999999999805
265423	9.099999999999994
269735	6.449999999999985
273419	6.749999999999984
275203	4.849999999999991
276014	4.3499999999999925
277181	4.3499999999999925
278279	4.299999999999993
278995	3.049999999999997
281400	2.6499999999999986
286086	0.49999999999999994
287594	0.49999999999999994
288783	0.49999999999999994
291865	0.49999999999999994
293569	0.5499999999999999
294372	0.65
295030	0.7500000000000001
295359	0.6
296358	0.5499999999999999
297586	0.7500000000000001
298248	0.39999999999999997
299835	0.25
301409	0.2
302228	0.39999999999999997
303298	0.5499999999999999
304850	0.49999999999999994
305995	0.25
308069	0.15000000000000002
309692	0.25
310377	0.3
311017	0.39999999999999997
312444	0.49999999999999994
312647	0.35
313191	1.3500000000000005
314800	1.4500000000000006
316793	0.9000000000000002
318022	0.5499999999999999
319338	0.39999999999999997
320654	0.25
321967	0.25
323051	0.25
324105	0.2
325030	0.7000000000000001
326412	0.8000000000000002
327997	0.25
329040	0.25
330479	0.44999999999999996
332915	0.6
333967	0.49999999999999994
334773	0.5499999999999999
335582	0.5499999999999999
336356	0.5499999999999999
337551	0.65
339034	0.65
339929	0.6
340640	0.7000000000000001
341816	0.7000000000000001
343408	0.7000000000000001
344583	0.44999999999999996
345982	0.3
346621	0.2
347650	0.15000000000000002
349127	0.25
349741	0.2
350596	0.15000000000000002
351940	0.15000000000000002
353649	0.25
355551	0.2
356812	0.2
358240	0.15000000000000002
359128	0.1
359724	0.2
360555	0.3
361554	0.35
362552	0.35
364768	0.49999999999999994
366973	0.7500000000000001
368003	0.5499999999999999
369443	0.2
370749	0.8500000000000002
371672	0.8000000000000002
372519	0.8000000000000002
373396	0.7500000000000001
374374	0.7500000000000001
376064	0.8000000000000002
377041	0.9000000000000002
377951	0.8000000000000002
379016	0.7500000000000001
379743	1.0500000000000003
380455	1.2000000000000004
381065	0.6
383337	0.7500000000000001
383994	0.6
384337	0.65
385713	0.49999999999999994
386590	0.05
387384	0.05
388220	0.1
389240	0.65
394817	0.5499999999999999
395708	0.35
396383	0.25
397249	0.25
398419	0.25
399179	0.15000000000000002
399699	0.1
400376	0.1
401516	0.15000000000000002
402454	0.15000000000000002
403441	0.1
404260	0.1
405239	0.15000000000000002
405993	0.15000000000000002
406667	0
407074	0
407766	0
408319	0.25
408687	0.25
409596	0.25
410598	0.15000000000000002
411931	0.2
414180	0.1
416351	0.05
417486	0
418536	0.05
420250	0.1
421672	0.1
423423	0.25
424627	0.3
425546	0.1
426700	0.05
427453	0.1
428587	0.1
429990	0.1
430778	0.05
431571	0.1
432581	0.25
433226	0.2
434006	0
434882	0
435346	0
436122	0
436848	0.15000000000000002
437648	0.15000000000000002
439246	0.05
440651	0.05
441222	0
442273	0.05
443346	0.1
444059	0.1
444928	0.2
445984	0.35
447260	0.35
447881	0.1
448353	0.05
449645	0.05
451136	0.05
452807	0.05
453878	0
454632	0
455782	0
456988	0.05
458063	0.1
460065	0.05
461587	0
462850	0.1
464122	0.15000000000000002
464601	0.05
465199	0.05
466462	0.2
467821	0.3
468612	0.15000000000000002
469757	0.15000000000000002
471526	0.05
472767	0.1
473609	0.05
474731	0.05
475665	0.1
476137	0.25
476848	0.25
477842	0.15000000000000002
479016	0.15000000000000002
479642	0.05
480199	0.05
480521	0.1
485022	0.2
486084	0.15000000000000002
488217	0.1
490190	0.05
490548	0
491070	0
491687	0
493057	0.05
494240	0.05
494707	0
496057	0
497497	0
498536	0
499493	0.05
500777	0.05
502400	0.05
504086	0.25
505740	0.25
506842	0.2
507683	0.2
508388	0.25
510127	0.2
512107	0.2
513222	0.3
514196	0.49999999999999994
514630	0.3
515314	0.39999999999999997
516257	0.49999999999999994
516972	0.49999999999999994
517852	0.44999999999999996
518725	0.49999999999999994
519435	0.49999999999999994
520076	0.5499999999999999
521623	0.9000000000000002
527765	0.9000000000000002
528770	0.8500000000000002
529830	0.7500000000000001
530679	0.3
531758	0.15000000000000002
532692	0.15000000000000002
533418	0.1
534806	0.35
536098	0.39999999999999997
537025	0.44999999999999996
