position	OrthoGroupID	complexity
4641284	OG0003056	0.025
4639947	OG0003055	0.1
4638853	OG0000694	0.125
4637407	OG0000693	0.07500000000000001
4636351	OG0003054	0.025
4635757	OG0003053	0
4634875	OG0003052	0
4634120	OG0003051	0
4633488	OG0003050	0
4632937	OG0003049	0
4631701	OG0003048	0
4629688	OG0003047	0.1
4628664	OG0004385	0.125
4627930	OG0003046	0.125
4626602	OG0003045	0
4625378	OG0003044	0.025
4624466	OG0003537	0.05
4623608	OG0003043	0.1
4622434	OG0005089	0.05
4621242	OG0003042	0.05
4620214	OG0003041	0
4618889	OG0003040	0
4617712	OG0003039	0
4616289	OG0003038	0.05
4615111	OG0003037	0.07500000000000001
4613870	OG0000692	0.025
4612947	OG0000691	0.05
4612208	OG0000690	0.05
4611698	OG0000689	0.05
4610208	OG0000397	0.325
4608984	OG0000688	0.325
4608407	OG0000687	0.07500000000000001
4608009	OG0000686	0.07500000000000001
4607184	OG0000685	0.125
4605921	OG0000396	0.22499999999999998
4605268	OG0000267	0.22499999999999998
4604498	OG0003036	0.325
4603839	OG0003035	0.24999999999999997
4602472	OG0003034	0.24999999999999997
4601860	OG0003033	0.27499999999999997
4601247	OG0000684	0.27499999999999997
4600606	OG0003032	0.27499999999999997
4599941	OG0003031	0.24999999999999997
4598295	OG0003030	0.3
4596500	OG0003312	0.35000000000000003
4595393	OG0003501	0.47500000000000014
4594041	OG0000161	0.5250000000000001
4592484	OG0003401	0.6750000000000003
4590203	OG0003400	0.5500000000000002
4588977	OG0003399	0.325
4588386	OG0003398	0.8250000000000004
4587405	OG0004522	0.9500000000000005
4585004	OG0004806	0.9750000000000005
4582253	OG0004144	1.0000000000000004
4580764	OG0004485	0.9750000000000005
4579669	OG0004151	0.9500000000000005
4578656	OG0004309	0.7000000000000003
4577434	OG0005306	0.5250000000000001
4575494	OG0004734	0.6000000000000002
4573172	OG0005451	0.5500000000000002
4571832	OG0004027	0.5750000000000002
4570867	OG0003978	0.4250000000000001
4567902	OG0003641	0.37500000000000006
4566605	OG0003029	0.175
4565274	OG0003028	0.05
4564305	OG0003027	0.07500000000000001
4563796	OG0003026	0.15
4563228	OG0003025	0.175
4562085	OG0003024	0.19999999999999998
4561206	OG0003536	0.24999999999999997
4560338	OG0003023	0.175
4559769	OG0003022	0.125
4558939	OG0003021	0.125
4557833	OG0003020	0.27499999999999997
4557188	OG0003019	0.4000000000000001
4556624	OG0004459	0.3
4555904	OG0003582	0.37500000000000006
4554986	OG0000683	0.325
4554479	OG0004047	0.24999999999999997
4553630	OG0000682	0.24999999999999997
4552227	OG0000681	0.325
4550624	OG0003616	0.47500000000000014
4549258	OG0003615	0.4500000000000001
4548536	OG0003669	0.3
4548006	OG0003668	0.5000000000000001
4544666	OG0000082	0.5750000000000002
4544018	OG0000135	0.7500000000000003
4543388	OG0000093	0.6750000000000003
4542334	OG0003735	0.5750000000000002
4541257	OG0000188	0.5500000000000002
4539142	OG0003581	0.4500000000000001
4538211	OG0003558	0.35000000000000003
4537103	OG0000198	0.8000000000000004
4535522	OG0004205	0.9000000000000005
4533924	OG0004570	0.7250000000000003
4533511	OG0004620	0.5750000000000002
4532809	OG0004619	0.6000000000000002
4531090	OG0004618	0.6250000000000002
4529586	OG0004617	0.5750000000000002
4528513	OG0004616	0.6750000000000003
4527764	OG0004333	0.8750000000000004
4527220	OG0004615	0.7250000000000003
4526496	OG0004614	0.7250000000000003
4525408	OG0004766	0.7750000000000004
4523110	OG0004765	0.7750000000000004
4521345	OG0004764	0.7250000000000003
4519830	OG0004763	1.0250000000000004
4517974	OG0004263	1.1
4517240	OG0004227	0.6000000000000002
4515514	OG0004226	0.5750000000000002
4513856	OG0004225	0.5750000000000002
4512909	OG0004244	0.5750000000000002
4511935	OG0004224	0.5750000000000002
4511073	OG0004243	0.5000000000000001
4510004	OG0004283	0.8500000000000004
4506800	OG0004762	0.7750000000000004
4506510	OG0004805	0.5750000000000002
4505845	OG0004733	0.6000000000000002
4504666	OG0004732	0.6500000000000002
4502766	OG0003601	0.7500000000000003
4500611	OG0004902	0.7250000000000003
4496623	OG0004947	0.6750000000000003
4495699	OG0000680	0.6500000000000002
4494904	OG0004297	0.125
4493890	OG0004296	0.125
4492968	OG0004204	0.125
4491865	OG0004295	0.125
4490639	OG0004294	0.125
4489311	OG0003018	0.15
4487858	OG0003017	0.05
4486778	OG0003016	0.025
4485195	OG0003015	0.025
4484058	OG0003014	0.025
4482409	OG0003013	0.05
4480327	OG0000219	0.05
4479285	OG0003012	0.025
4478680	OG0003011	0
4477808	OG0003010	0.1
4476343	OG0003500	0.125
4475087	OG0000679	0.1
4474420	OG0003667	0.07500000000000001
4473696	OG0003666	0.05
4473011	OG0003665	0.07500000000000001
4471927	OG0003009	0.07500000000000001
4471216	OG0003008	0.05
4470719	OG0003007	0.1
4468972	OG0003006	0.125
4466772	OG0003005	0.1
4465469	OG0003004	0.07500000000000001
4463881	OG0003003	0.1
4461590	OG0003002	0.1
4460131	OG0003001	0.125
4459703	OG0003000	0.125
4458634	OG0002999	0.07500000000000001
4457589	OG0002998	0.07500000000000001
4456471	OG0002997	0.07500000000000001
4455109	OG0002996	0.1
4454080	OG0002995	0.1
4453084	OG0002994	0.125
4451808	OG0000395	0.125
4450439	OG0002993	0.125
4449386	OG0002992	0.125
4448884	OG0003734	0.125
4448572	OG0003768	0.07500000000000001
4448064	OG0002991	0.07500000000000001
4446001	OG0002990	0.025
4443248	OG0002989	0
4441856	OG0002988	0
4440543	OG0002987	0
4439689	OG0002986	0
4438984	OG0002985	0.05
4438175	OG0004506	0.07500000000000001
4437124	OG0002984	0.125
4435593	OG0002983	0.125
4434302	OG0002982	0.15
4433593	OG0002981	0.125
4432573	OG0002980	0.07500000000000001
4431651	OG0002979	0.19999999999999998
4430569	OG0002978	0.22499999999999998
4429244	OG0002977	0.1
4428397	OG0002976	0.175
4427931	OG0003977	0.47500000000000014
4427024	OG0004242	0.47500000000000014
4426332	OG0002975	0.35000000000000003
4425952	OG0002974	0.07500000000000001
4425676	OG0002973	0.07500000000000001
4425315	OG0002972	0.07500000000000001
4424653	OG0002971	0.125
4424042	OG0002970	0.125
4423272	OG0002969	0.15
4422510	OG0002968	0.175
4421939	OG0002967	0.1
4421545	OG0002966	0.05
4420678	OG0002965	0.1
4419092	OG0000394	0.1
4418075	OG0002964	0.07500000000000001
4417326	OG0002963	0.05
4416605	OG0002962	0.05
4416154	OG0002961	0.05
4415087	OG0002960	0.05
4413609	OG0002959	0.07500000000000001
4412705	OG0003311	0.025
4412177	OG0002958	0.025
4411631	OG0000678	0.05
4410901	OG0002957	0.07500000000000001
4410333	OG0002956	0.1
4409640	OG0002955	0.07500000000000001
4407874	OG0002954	0
4406402	OG0002953	0
4405335	OG0002952	0
4404484	OG0002951	0
4403801	OG0002950	0
4402667	OG0002949	0
4401311	OG0002948	0
4400441	OG0002947	0
4399726	OG0002946	0.025
4398335	OG0000677	0.025
4396733	OG0002945	0.025
4395815	OG0002944	0
4394846	OG0002943	0.025
4393497	OG0002942	0.025
4391876	OG0002941	0
4390982	OG0002940	0
4389875	OG0002939	0
4387708	OG0002938	0.07500000000000001
4385866	OG0004189	0.1
4385549	OG0004384	0.1
4384612	OG0002937	0.1
4383131	OG0002936	0.025
4381413	OG0000676	0.025
4380149	OG0000393	0.025
4379574	OG0000675	0.025
4379186	OG0000674	0.05
4378377	OG0000170	0.05
4377455	OG0002935	0.05
4377033	OG0002934	0
4376625	OG0002933	0.025
4376379	OG0003499	0.05
4375981	OG0002932	0.05
4375142	OG0002931	0.025
4373799	OG0002930	0.025
4372985	OG0002929	0.025
4371847	OG0002928	0.025
4370834	OG0002927	0.025
4369783	OG0002926	0.025
4368901	OG0002925	0.025
4367608	OG0002924	0.05
4366122	OG0002923	0.05
4365186	OG0002922	0.025
4364193	OG0002921	0.025
4363020	OG0002920	0.5750000000000002
4361164	OG0003580	0.6750000000000003
4359363	OG0003579	0.22499999999999998
4357543	OG0003557	0.175
4355682	OG0003578	0.19999999999999998
4353958	OG0003556	0.19999999999999998
4352994	OG0003600	0.175
4352731	OG0003498	0.22499999999999998
4352220	OG0000249	0.19999999999999998
4351957	OG0003397	0.15
4350846	OG0002919	0.07500000000000001
4349674	OG0002918	0.025
4348073	OG0002917	0.05
4346502	OG0003310	0.05
4345243	OG0000392	0.1
4344085	OG0003854	0.1
4342588	OG0003309	0.1
4341173	OG0003308	0.1
4339388	OG0002916	0.15
4337548	OG0002915	0.05
4336362	OG0002914	0
4334768	OG0002913	0
4333615	OG0002912	0
4332730	OG0002911	0
4332160	OG0002910	0
4331252	OG0002909	0.025
4329798	OG0000391	0.05
4328248	OG0000235	0.05
4326566	OG0002908	0.025
4325519	OG0002907	0.025
4324770	OG0003307	0.1
4323843	OG0003396	0.1
4322626	OG0003464	0.05
4322059	OG0003395	0.05
4321469	OG0003394	0.05
4320954	OG0003393	0.05
4320130	OG0003392	0.05
4319183	OG0003391	0.07500000000000001
4318384	OG0003390	0.07500000000000001
4317554	OG0003463	0.05
4316649	OG0003462	0.05
4315803	OG0003461	0.05
4315320	OG0003389	0.07500000000000001
4314722	OG0003388	0.05
4314032	OG0003306	0.07500000000000001
4313574	OG0003664	0.1
4312545	OG0004177	0.125
4311574	OG0004176	0.175
4310213	OG0004150	0.19999999999999998
4308978	OG0004163	0.175
4308130	OG0004175	0.125
4307334	OG0004174	0.125
4305604	OG0000197	0.15
4304265	OG0003460	0.07500000000000001
4303593	OG0003305	0.07500000000000001
4302052	OG0002906	0.07500000000000001
4300296	OG0002905	0.05
4299156	OG0003304	0.025
4298058	OG0003303	0.05
4296780	OG0003302	0.05
4295137	OG0002904	0
4293840	OG0002903	0
4293354	OG0003301	0
4292358	OG0002902	0.025
4290953	OG0000673	0.025
4290143	OG0002901	0.025
4289527	OG0002900	0.025
4288481	OG0000390	0.05
4286391	OG0002899	0.05
4285055	OG0002898	0
4284077	OG0002897	0.05
4282428	OG0003853	0.07500000000000001
4280804	OG0002896	0.07500000000000001
4279153	OG0002895	0.05
4277700	OG0002894	0.07500000000000001
4277221	OG0000672	0.05
4276263	OG0002893	0.05
4274900	OG0002892	0.07500000000000001
4274392	OG0000671	0.07500000000000001
4272459	OG0002891	0.025
4270835	OG0002890	0.025
4270445	OG0002889	0.05
4269770	OG0000670	0.1
4268910	OG0003783	0.1
4267710	OG0002888	0.125
4266321	OG0000669	0.1
4265021	OG0000389	0.125
4263739	OG0002887	0.1
4262960	OG0002886	0.025
4262187	OG0002885	0.4250000000000001
4260952	OG0003693	0.47500000000000014
4260447	OG0004241	0.125
4259745	OG0002884	0.1
4259341	OG0002883	0
4258458	OG0002882	0
4257418	OG0002881	0
4256820	OG0002880	0.025
4255254	OG0002879	0.025
4253451	OG0002878	0
4252754	OG0002877	0.07500000000000001
4251618	OG0003692	0.125
4250799	OG0004111	0.125
4250524	OG0004102	0.1
4250013	OG0002876	0.1
4248640	OG0002875	0.05
4247341	OG0002874	0.07500000000000001
4246559	OG0004138	0.05
4245823	OG0002873	0.07500000000000001
4244302	OG0000668	0.025
4243070	OG0002872	0.07500000000000001
4241516	OG0003929	0.05
4240529	OG0002871	0.05
4238681	OG0002870	0.025
4237265	OG0002869	0
4236580	OG0002868	0.025
4236026	OG0003387	0.025
4234582	OG0002867	0.025
4232558	OG0002866	0.15
4231494	OG0002865	0.15
4230789	OG0002864	0.15
4229797	OG0002863	0.15
4228546	OG0002862	0.05
4225669	OG0002861	0.05
4223215	OG0002860	0.07500000000000001
4221393	OG0003827	0.125
4219463	OG0000388	0.125
4217760	OG0000303	0.05
4216278	OG0000266	0.07500000000000001
4214744	OG0000265	0.1
4213901	OG0000234	0.15
4213425	OG0004425	0.15
4206737	OG0002859	0.15
4205286	OG0002858	0.025
4203982	OG0002857	0.025
4202624	OG0002856	0.05
4201475	OG0002855	0.05
4200943	OG0002854	0
4200416	OG0002853	0
4199798	OG0002852	0
