position	complexity
1568	0
3267	0
4377	0.09090909090909093
5382	0.1760540184453228
6071	0.2577206851119894
7244	0.12166666666666669
8714	0.04
9599	0
10211	0
10999	0
11584	0.06666666666666667
13121	0.41041666666666665
14733	3.364772727272727
18072	3.2898284313725483
19170	2.2412671886936546
20946	2.1962710084033574
21877	0.28492063492063496
23799	0.027777777777777776
25454	0
26050	0
26752	0.1
27750	0.15
28784	0.1
30225	0.1
32427	0.27499999999999997
34497	0.225
35076	0.05
35769	0.07500000000000001
37047	0.1
38506	0.125
39815	0.1
41174	0.05
42788	0.07500000000000001
43658	0.05
44823	0
45606	0
46472	0.05
47511	0.07500000000000001
48700	0.24999999999999997
50007	0.8250000000000004
50801	0.9000000000000005
51417	0.27499999999999997
52019	0
52921	0.025
54059	0.05
55932	0.025
57771	0.05
58799	0.07500000000000001
59200	0.07500000000000001
60016	0.1
61811	0.07500000000000001
64604	0.07500000000000001
66202	0.05
67586	0.05
69198	0.175
70826	0.5750000000000002
71733	0.5500000000000002
72578	0.15
73716	0.15
74988	0.175
76471	0.15
77453	0.1
78210	0.1
79150	0.125
80164	0.07500000000000001
81412	0.07500000000000001
82743	0.125
84840	0.15
86492	0.1
87602	0.07500000000000001
88530	0.07500000000000001
89863	0.025
90564	0.025
91214	0.07500000000000001
92296	0.05
93909	0.05
95329	0.025
96543	0.025
97745	0.025
99025	0
100177	0
101502	0
102693	0
103570	0
104613	0
105880	0
107015	0.025
107923	0.07500000000000001
109631	0.175
111238	0.125
111747	0.07500000000000001
112227	0
112909	0.05
113965	0.07500000000000001
115123	0.07500000000000001
116406	0.1
117329	0.07500000000000001
118198	0.05
119008	0.025
119708	0.05
120863	0.05
122474	0
124348	0.025
126641	0.025
128624	0.025
130333	0.07500000000000001
132913	0.05
134569	0.05
135185	0.025
136031	0
136724	0.025
137858	0.05
140030	0.125
141699	0.125
142339	0
143242	0
144087	0
144797	0
145695	0.025
146504	0.1
147419	0.2
148369	0.125
149204	0.2
150334	0.3
151301	0.35000000000000003
151928	0.24999999999999997
152527	0.24999999999999997
154127	0.325
155831	0.325
156591	0.2
157492	0.1
158411	0
159649	0.025
160376	0.025
161134	0.05
161766	0.05
163319	0.05
165997	0.175
168605	0.15
170176	0.1
171020	0.1
172453	0.1
174242	0.07500000000000001
175817	0.05
176782	0.05
177312	0.07500000000000001
178062	0.07500000000000001
178804	0.125
179995	0.1
181596	0.07500000000000001
183041	0.125
183902	0.15
184628	0.05
185535	0.07500000000000001
187314	0.025
189109	0.025
190236	0
191282	0
192217	0
193150	0.025
194119	0.025
195285	0.025
195740	0.025
196159	0.025
197222	0.05
199144	0.05
200724	0.025
201483	0
202328	0
202954	0
203922	0
204791	0.025
206867	0.025
209100	0.07500000000000001
210749	0.07500000000000001
212071	0.07500000000000001
212980	0.025
213808	0.025
214025	0.05
214563	0.05
215044	0
215624	0.07500000000000001
216591	0.07500000000000001
217916	0.1
219240	0.07500000000000001
219793	0.07500000000000001
220520	0.07500000000000001
221294	0.15
222129	0.2
223120	0.27499999999999997
229568	0.24999999999999997
230424	0.37500000000000006
231532	0.325
232237	0.325
233207	0.325
234404	0.325
235177	0.3
235768	0.325
236428	0.9000000000000005
237727	1.949999999999997
238496	2.299999999999996
238915	3.074999999999993
239804	2.9499999999999935
240593	0.175
242081	0.07500000000000001
243832	0.07500000000000001
244710	0.025
245435	0.07500000000000001
246100	0.07500000000000001
246372	0.2
247148	0.6250000000000002
247885	0.7500000000000003
249227	1.0250000000000004
250509	0.7250000000000003
251425	0.37500000000000006
252151	0.5500000000000002
252500	0.6000000000000002
252974	0.7000000000000003
253600	0.6000000000000002
253952	0.5000000000000001
254987	0.5000000000000001
256206	0.4250000000000001
257149	0.4000000000000001
258870	0.4250000000000001
259572	0.47500000000000014
260939	0.47500000000000014
262129	0.9750000000000004
263160	1.649999999999998
265423	2.9749999999999934
269735	2.7249999999999943
273419	3.2749999999999924
275203	2.799999999999994
276014	2.6749999999999945
277181	2.6749999999999945
278279	2.849999999999994
278995	3.149999999999993
281400	3.349999999999992
286086	2.7249999999999943
287594	2.8999999999999937
288783	2.9249999999999936
291865	2.574999999999995
293569	2.824999999999994
294372	2.474999999999995
295030	2.4249999999999954
295359	2.249999999999996
296358	2.299999999999996
297586	2.3999999999999955
298248	0.9250000000000004
299835	0.6000000000000002
301409	0.5750000000000002
302228	0.6750000000000003
303298	0.6500000000000002
304850	0.37500000000000006
305995	0.175
308069	0.125
309692	0.175
310377	0.2
311017	0.3
312444	0.5750000000000002
312647	0.5500000000000002
313191	1.0500000000000005
314800	1.424999999999999
316793	1.724999999999998
318022	1.1749999999999998
319338	0.7500000000000003
320654	0.4250000000000001
321967	0.4000000000000001
323051	0.4000000000000001
324105	0.125
325030	0.7000000000000003
326412	1.15
327997	0.6750000000000003
329040	0.27499999999999997
330479	0.225
332915	0.3
333967	0.225
334773	0.225
335582	0.225
336356	0.225
337551	0.4250000000000001
339034	0.6750000000000003
339929	0.5000000000000001
340640	0.7500000000000003
341816	0.9000000000000005
343408	0.8500000000000004
344583	0.37500000000000006
345982	0.175
346621	0.1
347650	0.07500000000000001
349127	0.1
349741	0.07500000000000001
350596	0.07500000000000001
351940	0.07500000000000001
353649	0.125
355551	0.1
356812	0.1
358240	0.07500000000000001
359128	0.05
359724	0.1
360555	0.15
361554	0.175
362552	0.2
364768	0.47500000000000014
366973	0.8750000000000004
368003	0.9000000000000005
369443	0.47500000000000014
370749	0.37500000000000006
371672	0.24999999999999997
372519	0.24999999999999997
373396	0.225
374374	0.2
376064	0.225
377041	0.24999999999999997
377951	0.175
379016	0.1
379743	0.325
380455	0.7500000000000003
381065	0.7750000000000004
383337	0.6750000000000003
383994	0.5250000000000001
384337	0.7000000000000003
385713	0.5750000000000002
386590	0.1
387384	0.05
388220	0.125
389240	0.5750000000000002
394817	0.5500000000000002
395708	0.5000000000000001
396383	0.3
397249	0.3
398419	0.3
399179	0.24999999999999997
399699	0.225
400376	0.225
401516	0.2
402454	0.2
403441	0.15
404260	0.15
405239	0.15
405993	0.07500000000000001
406667	0
407074	0
407766	0.07500000000000001
408319	0.3
408687	0.27499999999999997
409596	0.24999999999999997
410598	0.125
411931	0.1
414180	0.05
416351	0.025
417486	0
418536	0.05
420250	0.07500000000000001
421672	0.1
423423	0.225
424627	0.4000000000000001
425546	0.24999999999999997
426700	0.025
427453	0.05
428587	0.05
429990	0.05
430778	0.025
431571	0.07500000000000001
432581	0.125
433226	0.1
434006	0.025
434882	0
435346	0
436122	0.07500000000000001
436848	0.175
437648	0.125
439246	0.05
440651	0.025
441222	0
442273	0.025
443346	0.05
444059	0.05
444928	0.27499999999999997
445984	0.7000000000000003
447260	0.6750000000000003
447881	0.2
448353	0.07500000000000001
449645	0.025
451136	0.025
452807	0.025
453878	0
454632	0
455782	0
456988	0.025
458063	0.05
460065	0.025
461587	0
462850	0.025
464122	0.05
464601	0.025
465199	0.025
466462	0.07500000000000001
467821	0.125
468612	0.07500000000000001
469757	0.07500000000000001
471526	0.025
472767	0.05
473609	0.025
474731	0.025
475665	0.05
476137	0.1
476848	0.1
477842	0.1
479016	0.07500000000000001
479642	0.025
480199	0.025
480521	0.05
485022	0.1
486084	0.07500000000000001
488217	0.05
490190	0.025
490548	0
491070	0
491687	0
493057	0.025
494240	0.025
494707	0
496057	0
497497	0
498536	0
499493	0.025
500777	0.025
502400	0.025
504086	0.125
505740	0.125
506842	0.1
507683	0.1
508388	0.125
510127	0.1
512107	0.2
513222	0.7750000000000004
514196	1.5249999999999986
514630	1.1749999999999998
515314	0.47500000000000014
516257	0.4250000000000001
516972	0.4250000000000001
517852	0.4000000000000001
518725	0.4250000000000001
519435	0.5750000000000002
520076	0.6000000000000002
521623	0.7000000000000003
527765	0.7000000000000003
528770	0.8250000000000004
529830	0.9250000000000004
530679	0.4500000000000001
531758	0.24999999999999997
